,logS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.53,335.28200000000004,319.15400000000005,335.10929065199997,128,0,0.4164144436557498,-0.36062126356246843,0.4164144436557498,0.36062126356246843,12.833244026796514,-4.908221056941295,12.833244026796514,0.20143305933484523,3.6387215129773454,569.6129198986837,17.78409257144667,12.591655030508452,12.591655030508452,10.628446183176258,6.919433478890023,6.919433478890023,4.808305713037862,4.808305713037862,3.2699341913083093,3.2699341913083093,2.147199354902487,2.147199354902487,-2.39,63879.46801520121,18.65852013585638,7.2484255198207075,4.299219696317904,129.54838924425488,4.899909730850478,0.0,5.687386274683562,0.0,11.374772549367124,6.176298517443475,20.228636537531145,0.0,13.171245143024459,0.0,13.344558822616634,13.344558822616634,25.22224694874837,15.410073589332338,23.0178672406598,17.062158824050687,0.0,0.0,0.0,32.86541616267674,17.98942254267563,37.924822166151365,0.0,0.0,4.899909730850478,30.233403967075144,0.0,0.0,22.936134909460492,6.176298517443475,20.228636537531145,32.25256913693026,12.13273413692322,0.0,0.0,0.0,89.52000000000001,32.961144656142935,33.3998816805556,0.0,18.776899086508713,18.55355575984923,6.4208216229260096,4.899909730850478,6.923737199690624,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.49973208038954,41.416934586277115,0.5384615384615384,23,0,7,0,0,0,1,0,1,5,0,10,7,0,0,0,1,4.148200000000004,77.54780000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,384.4870000000002,362.3110000000001,383.9876164439999,116,0,0.24764248701828978,-0.3219489461304759,0.3219489461304759,0.24764248701828978,5.554592466616276,-2.2537497637944073,5.554592466616276,0.5555805146132526,4.359571541268355,279.3414689864336,14.778174593052025,11.69594742064356,16.750788126354294,8.949747468305834,6.021071418995513,14.478739390776976,2.94157552881841,15.92704315736556,1.570490332883782,13.565848447122807,1.008732000696787,13.711099637000386,1.8399999999999999,8858.886044278937,20.84,11.413012205652409,9.456846706093224,134.44287384816892,18.09498864684727,0.0,0.0,11.38707520155611,0.0,0.0,0.0,0.0,0.0,0.0,22.76344959222632,51.308660976039796,0.0,31.51241344861924,18.09498864684727,57.76423697105973,0.0,0.0,0.0,27.694948798762496,31.51241344861924,0.0,0.0,0.0,0.0,0.0,0.0,34.15052479378243,31.51241344861924,41.70870082412456,0.0,27.694948798762496,0.0,0.0,0.0,0.0,36.92,11.38707520155611,0.0,0.0,0.0,31.51241344861924,0.0,22.76344959222632,0.0,27.694948798762496,0.0,41.70870082412456,0.0,13.855792181069958,0.0,0.0,0.0,0.0,0.0,0.0,22.218369866465103,6.036949063576047,1.0,19,0,4,0,0,0,0,0,0,8,0,10,12,0,0,0,0,5.005300000000004,95.12300000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1,-5.54,349.386,330.2340000000001,349.131408088,132,0,0.30740780162166353,-0.49674295951744574,0.49674295951744574,0.30740780162166353,12.803879046989167,-0.94236432819225,12.803879046989167,0.1545828329418697,2.096537532177531,999.7730262931058,18.681433796945203,14.599781535474314,14.599781535474314,12.507239053047545,8.181555775104625,8.181555775104625,5.935223144774006,5.935223144774006,4.308210391741584,4.308210391741584,3.0539277999448275,3.0539277999448275,-3.339999999999999,862387.4811100435,17.481981873183322,7.270368253295203,3.3725091371907268,150.6851087152883,9.843390348640755,5.749511833283905,0.0,0.0,5.907179729351506,5.969305287951849,14.156174015934997,0.0,0.0,0.0,30.33183534230805,42.325761495303325,17.15617231614714,19.047319881819803,19.4324647167844,28.85543005621829,0.0,4.567099647791355,0.0,13.344558822616634,7.109797541277533,71.42778763276922,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,28.659909601212945,11.21535880699783,6.923737199690624,21.615368162314272,54.60695665452676,0.0,16.978945038914937,0.0,68.53,5.969305287951849,14.69560176298435,0.0,12.328001352277514,27.909816251910417,5.563451491696996,6.076020106833881,42.875755700978225,30.33183534230805,0.0,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5481018518518517,62.78523148148148,0.14285714285714285,26,1,5,0,0,0,2,1,3,4,1,5,5,0,0,0,3,3.939020000000003,100.66930000000002,1,0,0,0,0,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,-5.64,312.36500000000007,292.205,312.13615911999995,120,0,0.33884392537503316,-0.4620783967347233,0.4620783967347233,0.33884392537503316,12.24324396888385,-0.5306531609557401,12.24324396888385,0.1655654254355552,2.033951020193393,649.4290056264637,16.493353063746348,13.157572709308278,13.157572709308278,11.21954535281284,7.692540893609758,7.692540893609758,5.096787536484155,5.096787536484155,3.3106936808271774,3.3106936808271774,2.0269378399914846,2.0269378399914846,-2.6199999999999997,182289.42418785737,16.74543074186116,8.733290352322985,4.952694868054094,135.5932267854386,9.473725907600098,6.606881964512918,0.0,0.0,0.0,11.938610575903699,0.0,9.589074368143644,0.0,0.0,55.809128301847906,24.117007251546227,0.0,17.73378494790691,19.06280027574374,11.938610575903699,0.0,0.0,0.0,26.372262410055562,6.606881964512918,71.28765809124548,0.0,0.0,0.0,0.0,0.0,0.0,18.545492540416618,16.080607872113017,0.0,46.044809288777266,54.59730361615449,0.0,0.0,0.0,52.6,11.938610575903699,9.589074368143644,0.0,17.73378494790691,6.606881964512918,18.405094737549014,0.0,24.26546827384644,37.255572541998674,0.0,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.33333333333333,0.2631578947368421,23,0,4,0,0,0,2,0,2,4,0,4,7,0,0,0,2,4.000500000000003,87.19400000000006,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,-5.64,338.8760000000001,332.82800000000015,335.860066272,88,0,0.1666655233772352,-0.10932915970054864,0.1666655233772352,0.10932915970054864,6.561828703703703,-1.377608024691357,6.561828703703703,0.010802469135801962,2.322732831937334,438.59020842548244,11.930721420318148,7.784294696000416,12.319868372111143,7.292564324352895,4.777740269145033,7.045527107200397,4.4220212557601,7.697672445716021,3.882634584701886,8.203449497408862,3.08325574813986,6.116462994782024,1.2200000000000002,5449.508646417834,12.263885304178247,3.2086337279903363,0.9399789721136163,123.44662789373284,0.0,9.748344582882218,4.33335411348544,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,58.55579977459782,12.338727669087403,5.917906046161393,10.064572704227194,0.0,69.60563934139509,0.0,0.0,11.835812092322787,20.502520319293666,0.0,22.216612917894956,0.0,0.0,0.0,0.0,0.0,69.60563934139509,14.081698696367658,0.0,11.835812092322787,6.4208216229260096,22.216612917894956,0.0,0.0,0.0,0.0,14.081698696367658,0.0,0.0,16.868098444436384,5.032286352113597,6.4208216229260096,0.0,0.0,12.152040213667762,0.0,69.60563934139509,0.0,38.18293209876543,0.0,0.0,0.0,0.0,0.0,0.0,-1.377608024691357,3.1113425925925933,0.6,16,0,0,3,0,3,0,0,0,0,0,6,0,1,0,1,3,5.0242,71.07400000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65,250.339,249.331,247.852088432,60,0,0.08084510227674689,-0.08259779741439219,0.08259779741439219,0.08084510227674689,5.655432098765431,0.18595679012345734,5.655432098765431,0.18595679012345734,3.4555464838177836,267.2643837476986,8.593858127134677,4.967172634235761,8.746817364328034,5.0365812602091875,2.522261451712694,4.41208381675883,1.782159538146666,3.730453210655561,1.0582235224448688,3.2044631552878378,0.544017576093546,1.6538552962920416,0.6699999999999999,256.3467847697368,9.755689802913453,3.5904275521620326,1.8772480467474577,88.94773425390531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.00469945116258,6.06636706846161,0.0,25.11316656870663,0.0,58.00469945116258,0.0,0.0,0.0,0.0,0.0,31.179533637168245,0.0,0.0,0.0,0.0,0.0,58.00469945116258,0.0,0.0,0.0,0.0,6.06636706846161,25.11316656870663,0.0,0.0,0.0,0.0,0.0,0.0,15.067899941223978,10.045266627482652,0.0,6.06636706846161,0.0,0.0,0.0,58.00469945116258,0.0,28.214753086419748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.674135802469139,0.0,11,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,1,4.9536,51.492000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.66,312.45300000000003,284.229,312.208930136,124,0,0.1551972904371743,-0.3770338698968244,0.3770338698968244,0.1551972904371743,11.846204498213424,-0.9144954123624758,11.846204498213424,0.1200590120307381,1.7024099249747309,626.2430525943431,16.457819157813606,14.399067481404334,14.399067481404334,10.839100716447414,9.280285106980598,9.280285106980598,8.96830048142125,8.96830048142125,8.352348060820932,8.352348060820932,6.812481685997601,6.812481685997601,-1.07,203205.52234558924,15.457260686118481,4.728616582928779,1.835105544595314,139.2801469135596,5.106527394840706,5.601050810983688,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,6.423349895620259,25.341013248306158,74.19048007519692,11.83581209232279,0.0,9.901064578912528,5.783244946364939,0.0,0.0,28.583699077277743,70.81509819377303,0.0,11.64912463690315,0.0,12.343784214475903,0.0,0.0,0.0,0.0,16.490823152189336,4.794537184071822,40.927483291753646,65.21404738278933,11.64912463690315,0.0,0.0,0.0,37.3,5.601050810983688,9.901064578912528,0.0,10.82998093879356,29.957784707775126,38.524929737556064,11.993926152995277,0.0,6.076020106833881,19.767908718236892,6.423349895620259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.583333333333336,0.7619047619047619,23,1,2,4,0,4,0,0,0,2,1,2,0,3,0,3,4,3.8826000000000027,90.49280000000005,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCCCCCCCCCCCCCCCC(=O)O,-5.68,284.4839999999999,248.19599999999994,284.271530392,120,0,0.30283955653218375,-0.481230389785217,0.481230389785217,0.30283955653218375,10.333207244414826,-0.6530610164081214,10.333207244414826,0.3454921184159938,2.938980066543728,201.59490309182667,14.891058768174391,13.669170384948586,13.669170384948586,9.770055610029663,8.988391114761729,8.988391114761729,6.093486011529184,6.093486011529184,3.994195557380866,3.994195557380866,2.647546068712554,2.647546068712554,-0.53,22676.463752160347,19.470000000000002,16.52414185165133,17.470000000000002,125.89902282481172,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,96.81523992065479,6.4208216229260096,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,109.65688316650682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,0.0,109.65688316650682,0.0,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,0.0,6.4208216229260096,12.841643245852019,83.47068109803816,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.66666666666667,0.9444444444444444,20,1,2,0,0,0,0,0,0,1,1,2,16,0,0,0,0,6.332500000000007,87.18180000000008,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,-5.69,345.22599999999994,327.08199999999994,344.06944779599996,120,0,0.44152683903044465,-0.48936880999689736,0.48936880999689736,0.44152683903044465,12.059137849584278,-0.6068107520786092,12.059137849584278,0.06417362160913798,2.5762309377265313,742.2214387407039,16.654336059449747,13.107151815978838,14.61900970801575,10.091242718514907,6.86038478434091,7.616313730359366,6.235573052333582,7.049973305814795,2.781542263249109,3.3796451441749915,1.7582570020169292,2.266029812377472,-1.46,55695.024897966585,16.902780825378105,5.970598980418009,3.4705748809425008,138.33674219062115,9.154013890853395,5.749511833283905,0.0,5.890723922025908,0.0,5.756062822229453,0.0,4.794537184071822,4.681802935145185,5.098681808301038,43.9730913795369,19.913841467842857,11.48135753785839,21.83661928991452,9.154013890853395,23.20187978046503,0.0,9.780484743446223,0.0,46.1376428555982,0.0,38.61932469273305,0.0,11.436898107967467,10.492925776029502,0.0,5.749511833283905,23.20187978046503,15.884451131194524,5.41499046939678,0.0,40.50940992047903,21.34442225804839,10.045266627482652,5.687386274683562,0.0,57.26,5.756062822229453,4.794537184071822,0.0,16.54159017088641,22.350255343734702,4.681802935145185,6.06636706846161,6.06636706846161,34.61868599845312,5.098681808301038,32.35589367131843,0.0,12.296625348184541,0.0,0.0,0.0,0.0,0.0,0.0,6.3210337931468885,35.18789641422413,0.4666666666666667,22,0,5,0,0,0,1,1,2,5,0,7,3,0,0,0,2,4.217000000000004,86.58400000000003,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC12CCC3C(CCC4CCCCC43C)C1CCC2=O,-6.7,274.448,244.20799999999994,274.22966558,112,0,0.13855528441675433,-0.29908721126289495,0.29908721126289495,0.13855528441675433,12.367350324389015,0.06848226095993959,12.367350324389015,0.06848226095993959,1.6603653220215886,427.4821867333083,13.957819157813608,13.288717179087845,13.288717179087845,9.555313998205271,9.088717839782174,9.088717839782174,8.82070851946592,8.82070851946592,8.292285327582885,8.292285327582885,7.066216800499548,7.066216800499548,-0.33,60096.67487364721,13.341048271463233,4.3350648339552755,1.5844017249380955,123.44640657289536,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,26.689117645233267,74.03236601452443,11.83581209232279,0.0,4.794537184071822,5.783244946364939,0.0,0.0,34.50160512343913,78.05569062864136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,34.50160512343913,78.05569062864136,0.0,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,5.41499046939678,11.198235415761719,30.092445807571583,57.787394606334104,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,0.9473684210526315,20,0,1,4,0,4,0,0,0,1,0,1,0,4,0,4,4,4.988300000000005,81.35100000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,321.549,313.485,319.899734786,90,0,0.3795716419764453,-0.42248078989432675,0.42248078989432675,0.3795716419764453,5.913775825144872,-2.817784391534391,5.913775825144872,0.28064814814814865,3.063766853642264,432.78186641075825,12.344934982691242,8.368800714762344,12.347511324745351,7.414832660707777,3.972564717392972,7.662496738111431,2.6003878567966683,6.970927143693555,1.6321750585212194,5.082459015680791,0.8437947427489728,2.403992789894693,0.45999999999999985,2823.240266327286,14.52075334143378,5.873406505713595,3.47422024699636,113.7916498206688,13.571241485135452,5.749511833283905,0.0,0.0,0.0,6.718607232363179,0.0,0.0,0.0,0.0,34.802819670697545,6.06636706846161,32.09281823965533,15.067899941223978,13.571241485135452,53.328282991699375,0.0,0.0,0.0,0.0,14.219595082555067,27.2006340781472,0.0,5.749511833283905,4.5237471617118175,0.0,5.749511833283905,41.52142690306073,14.219595082555067,20.85435041206228,0.0,0.0,12.13273413692322,15.067899941223978,0.0,0.0,27.69,6.718607232363179,0.0,0.0,10.772145147025231,10.045266627482652,0.0,26.352329219478285,0.0,0.0,0.0,60.18091724447165,0.0,22.546228461549223,0.0,0.0,0.0,0.0,0.0,0.0,15.298891250944823,4.127102509728173,0.25,16,0,3,0,0,0,1,0,1,4,0,8,4,0,0,0,1,4.542900000000002,70.40300000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.82,295.336,295.336,292.83716663999996,76,0,0.30898784352302544,-0.25821512535158025,0.30898784352302544,0.25821512535158025,10.534635928445452,-0.7790123456790123,10.534635928445452,0.10283950617283888,3.682463305848331,390.1682702160744,11.041451884327381,6.15353254147382,9.933177271566093,6.374785217660714,3.0336663519431575,4.9234887169892945,2.1756277653580947,4.0654501304042325,1.3692057443015735,3.6260049206274885,0.7536094280850221,2.0200221281164508,0.0699999999999999,971.5503877581306,12.141073205401563,4.289049481140565,1.8772308667996151,103.60070997640511,0.0,10.045266627482652,0.0,0.0,0.0,5.687386274683562,10.114318268765572,0.0,0.0,0.0,58.00469945116258,0.0,0.0,19.99121099004165,4.923311048817671,63.69208572584615,0.0,0.0,0.0,0.0,0.0,35.227484837472204,0.0,0.0,0.0,5.687386274683562,0.0,58.00469945116258,4.923311048817671,0.0,10.114318268765572,0.0,0.0,25.11316656870663,0.0,0.0,43.14,10.610697323501233,10.114318268765572,0.0,25.11316656870663,0.0,0.0,0.0,0.0,0.0,0.0,58.00469945116258,0.0,27.934123204837487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.62143235071807,0.0,14,0,3,0,0,0,1,0,1,2,0,8,1,0,0,0,1,4.8618,58.1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1ccc2c(c1)-c1cccc3cccc-2c13,-6.0,202.256,192.17599999999996,202.07825032,74,0,-0.0026381539101744964,-0.061607055994408445,0.061607055994408445,0.0026381539101744964,2.2199074074074074,1.339074074074074,2.2199074074074074,1.339074074074074,2.3129964651763157,650.310154499518,10.535169427003233,8.77350269189626,8.77350269189626,7.949489742783178,5.565384140902212,5.565384140902212,4.254842698560233,4.254842698560233,3.4121077744457913,3.4121077744457913,2.7427346671031407,2.7427346671031407,-2.079999999999999,13615.8517333634,8.11640192478581,2.732404740131078,0.8488877804628446,94.16433070376696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6636706846161,33.02625439571758,0.0,0.0,0.0,10.772448428929591,0.0,0.0,0.0,0.0,0.0,60.6636706846161,0.0,22.253805966787983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6636706846161,0.0,33.02625439571758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.02625439571758,0.0,0.0,60.6636706846161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,16,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,4,4.487200000000002,68.37800000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,-6.01,257.547,250.49099999999996,255.961333264,76,0,0.04849465469316166,-0.08432138858941543,0.08432138858941543,0.04849465469316166,6.081355505165028,0.6614588057445205,6.081355505165028,0.6614588057445205,2.5789507732878176,491.9759470533523,10.836498814253964,7.675345303355064,9.943132141410427,7.16470379794645,4.376347786272344,5.510241205300026,3.1345155713206756,4.41458725900525,2.0640291395246693,2.8638115661401917,1.3747323891296495,1.9637807577335822,-0.6900000000000001,2920.2797336030912,10.815469160963003,4.441475409041874,2.4595834898957136,103.39829600620601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.935553807620764,35.89528683400505,20.631351432920976,0.0,0.0,34.802819670697545,0.0,0.0,0.0,0.0,0.0,57.53246942045524,0.0,11.126902983393991,0.0,0.0,0.0,34.802819670697545,0.0,0.0,0.0,0.0,42.46456947923127,15.067899941223978,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,15.067899941223978,11.126902983393991,0.0,12.13273413692322,30.33183534230805,0.0,34.802819670697545,0.0,17.907034202569914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.759632464096754,0.0,15,0,0,0,0,0,2,0,2,0,0,3,1,0,0,0,2,5.313800000000002,66.90800000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
